x,x_dot,sin_theta,cos_theta,theta_dot,control,x(t+1),X_dot(t+1),sin_theta(t+1),cos_theta(t+1),theta_dot(t+1)
-2.77834946,0.48244851,0.78171752,0.62363268,1.50162309,4.52459221,-2.77593721,0.48633819,0.78637775,0.61774593,1.51508725
-2.77593721,0.48633819,0.78637775,0.61774593,1.51508725,4.50093743,-2.77350552,0.49028832,0.79103483,0.61177111,1.52863168
-2.77350552,0.49028832,0.79103483,0.61177111,1.52863168,4.47671817,-2.77105408,0.49430057,0.79568755,0.6057073,1.54225634
-2.77105408,0.49430057,0.79568755,0.6057073,1.54225634,4.45193002,-2.76858258,0.49837665,0.80033462,0.59955358,1.55596118
-2.76858258,0.49837665,0.80033462,0.59955358,1.55596118,4.42656875,-2.76609069,0.50251827,0.80497477,0.59330905,1.56974614
-2.76609069,0.50251827,0.80497477,0.59330905,1.56974614,4.4006303,-2.7635781,0.50672719,0.80960665,0.58697281,1.58361114
-2.7635781,0.50672719,0.80960665,0.58697281,1.58361114,4.3741108,-2.76104447,0.51100517,0.8142289,0.58054396,1.59755611
-2.76104447,0.51100517,0.8142289,0.58054396,1.59755611,4.34700656,-2.75848944,0.51535403,0.81884014,0.57402163,1.61158096
-2.75848944,0.51535403,0.81884014,0.57402163,1.61158096,4.31931411,-2.75591267,0.51977558,0.82343891,0.56740493,1.62568558
-2.75591267,0.51977558,0.82343891,0.56740493,1.62568558,4.29103017,-2.75331379,0.52427167,0.82802377,0.560693,1.63986987
-2.75331379,0.52427167,0.82802377,0.560693,1.63986987,4.26215171,-2.75069243,0.52884419,0.8325932,0.55388497,1.65413372
-2.75069243,0.52884419,0.8325932,0.55388497,1.65413372,4.23267591,-2.74804821,0.53349502,0.83714567,0.54698,1.66847699
-2.74804821,0.53349502,0.83714567,0.54698,1.66847699,4.20260018,-2.74538074,0.53822611,0.84167961,0.53997726,1.68289955
-2.74538074,0.53822611,0.84167961,0.53997726,1.68289955,4.17192219,-2.74268961,0.54303938,0.84619339,0.53287591,1.69740126
-2.74268961,0.54303938,0.84619339,0.53287591,1.69740126,4.14063989,-2.73997441,0.54793682,0.85068539,0.52567516,1.71198197
-2.73997441,0.54793682,0.85068539,0.52567516,1.71198197,4.10875145,-2.73723473,0.55292041,0.8551539,0.5183742,1.72664151
-2.73723473,0.55292041,0.8551539,0.5183742,1.72664151,4.07625536,-2.73447013,0.55799217,0.85959721,0.51097225,1.74137973
-2.73447013,0.55799217,0.85959721,0.51097225,1.74137973,4.04315038,-2.73168016,0.56315413,0.86401355,0.50346855,1.75619644
-2.73168016,0.56315413,0.86401355,0.50346855,1.75619644,4.00943556,-2.72886439,0.56840835,0.86840113,0.49586235,1.77109146
-2.72886439,0.56840835,0.86840113,0.49586235,1.77109146,3.97511028,-2.72602235,0.57375691,0.87275811,0.48815292,1.7860646
-2.72602235,0.57375691,0.87275811,0.48815292,1.7860646,3.94017422,-2.72315357,0.57920189,0.87708262,0.48033955,1.80111567
-2.72315357,0.57920189,0.87708262,0.48033955,1.80111567,3.9046274,-2.72025756,0.58474542,0.88137273,0.47242154,1.81624446
-2.72025756,0.58474542,0.88137273,0.47242154,1.81624446,3.86847017,-2.71733383,0.59038962,0.88562649,0.46439823,1.83145076
-2.71733383,0.59038962,0.88562649,0.46439823,1.83145076,3.83170322,-2.71438188,0.59613663,0.88984191,0.45626897,1.84673435
-2.71438188,0.59613663,0.88984191,0.45626897,1.84673435,3.79432763,-2.7114012,0.60198862,0.89401696,0.44803312,1.86209501
-2.7114012,0.60198862,0.89401696,0.44803312,1.86209501,3.75634483,-2.70839126,0.60794777,0.89814955,0.4396901,1.8775325
-2.70839126,0.60794777,0.89814955,0.4396901,1.8775325,3.71775664,-2.70535152,0.61401626,0.90223758,0.43123933,1.8930466
-2.70535152,0.61401626,0.90223758,0.43123933,1.8930466,3.67856525,-2.70228144,0.6201963,0.90627888,0.42268025,1.90863707
-2.70228144,0.6201963,0.90627888,0.42268025,1.90863707,3.63877328,-2.69918045,0.6264901,0.91027127,0.41401235,1.92430364
-2.69918045,0.6264901,0.91027127,0.41401235,1.92430364,3.59838376,-2.696048,0.63289989,0.9142125,0.40523513,1.94004608
-2.696048,0.63289989,0.9142125,0.40523513,1.94004608,3.55740013,-2.6928835,0.63942789,0.9181003,0.39634813,1.95586411
-2.6928835,0.63942789,0.9181003,0.39634813,1.95586411,3.51582628,-2.68968637,0.64607635,0.92193235,0.38735092,1.97175749
-2.68968637,0.64607635,0.92193235,0.38735092,1.97175749,3.47366653,-2.68645598,0.65284752,0.9257063,0.37824311,1.98772594
-2.68645598,0.65284752,0.9257063,0.37824311,1.98772594,3.43092568,-2.68319175,0.65974364,0.92941974,0.36902433,2.00376918
-2.68319175,0.65974364,0.92941974,0.36902433,2.00376918,3.38760898,-2.67989303,0.66676697,0.93307023,0.35969425,2.01988694
-2.67989303,0.66676697,0.93307023,0.35969425,2.01988694,3.34372217,-2.67655919,0.67391976,0.93665529,0.35025259,2.03607893
-2.67655919,0.67391976,0.93665529,0.35025259,2.03607893,3.29927148,-2.67318959,0.68120427,0.9401724,0.34069908,2.05234487
-2.67318959,0.68120427,0.9401724,0.34069908,2.05234487,3.25426362,-2.66978357,0.68862276,0.943619,0.33103352,2.06868446
-2.66978357,0.68862276,0.943619,0.33103352,2.06868446,3.20870585,-2.66634046,0.69617748,0.94699248,0.32125574,2.0850974
-2.66634046,0.69617748,0.94699248,0.32125574,2.0850974,3.16260593,-2.66285957,0.70387068,0.9502902,0.3113656,2.10158338
-2.66285957,0.70387068,0.9502902,0.3113656,2.10158338,3.11597215,-2.65934022,0.71170459,0.95350948,0.30136302,2.11814211
-2.65934022,0.71170459,0.95350948,0.30136302,2.11814211,3.06881336,-2.6557817,0.71968144,0.9566476,0.29124797,2.13477326
-2.6557817,0.71968144,0.9566476,0.29124797,2.13477326,3.02113896,-2.65218329,0.72780346,0.95970178,0.28102044,2.15147652
-2.65218329,0.72780346,0.95970178,0.28102044,2.15147652,2.97295891,-2.64854427,0.73607284,0.96266924,0.2706805,2.16825156
-2.64854427,0.73607284,0.96266924,0.2706805,2.16825156,2.92428377,-2.64486391,0.7444918,0.96554713,0.26022825,2.18509804
-2.64486391,0.7444918,0.96554713,0.26022825,2.18509804,2.87512465,-2.64114145,0.75306248,0.96833257,0.24966386,2.20201563
-2.64114145,0.75306248,0.96833257,0.24966386,2.20201563,2.82549331,-2.63737613,0.76178706,0.97102264,0.23898752,2.21900399
-2.63737613,0.76178706,0.97102264,0.23898752,2.21900399,2.77540207,-2.6335672,0.77066766,0.97361439,0.22819952,2.23606276
-2.6335672,0.77066766,0.97361439,0.22819952,2.23606276,2.72486391,-2.62971386,0.77970639,0.97610483,0.21730017,2.25319157
-2.62971386,0.77970639,0.97610483,0.21730017,2.25319157,2.67389241,-2.62581533,0.78890533,0.97849093,0.20628986,2.27039007
-2.62581533,0.78890533,0.97849093,0.20628986,2.27039007,2.62250182,-2.6218708,0.79826653,0.98076962,0.19516902,2.28765787
-2.6218708,0.79826653,0.98076962,0.19516902,2.28765787,2.57070702,-2.61787947,0.807792,0.98293782,0.18393817,2.30499459
-2.61787947,0.807792,0.98293782,0.18393817,2.30499459,2.51852355,-2.61384051,0.81748372,0.98499237,0.17259788,2.32239982
-2.61384051,0.81748372,0.98499237,0.17259788,2.32239982,2.46596765,-2.60975309,0.82734364,0.98693013,0.16114877,2.33987316
-2.60975309,0.82734364,0.98693013,0.16114877,2.33987316,2.4130562,-2.60561637,0.83737366,0.98874788,0.14959155,2.35741419
-2.60561637,0.83737366,0.98874788,0.14959155,2.35741419,2.35980681,-2.60142951,0.84757562,0.9904424,0.13792698,2.37502246
-2.60142951,0.84757562,0.9904424,0.13792698,2.37502246,2.30623777,-2.59719163,0.85795134,0.99201043,0.12615592,2.39269753
-2.59719163,0.85795134,0.99201043,0.12615592,2.39269753,2.25236808,-2.59290187,0.86850256,0.99344866,0.11427927,2.41043893
-2.59290187,0.86850256,0.99344866,0.11427927,2.41043893,2.19821746,-2.58855936,0.87923099,0.9947538,0.10229802,2.42824617
-2.58855936,0.87923099,0.9947538,0.10229802,2.42824617,2.14380637,-2.5841632,0.89013825,0.99592247,0.09021324,2.44611875
-2.5841632,0.89013825,0.99592247,0.09021324,2.44611875,2.08915598,-2.57971251,0.90122592,0.99695132,0.07802608,2.46405615
-2.57971251,0.90122592,0.99695132,0.07802608,2.46405615,2.03428824,-2.57520638,0.91249552,0.99783693,0.06573775,2.48205782
-2.57520638,0.91249552,0.99783693,0.06573775,2.48205782,1.97922583,-2.5706439,0.92394846,0.9985759,0.05334956,2.50012318
-2.5706439,0.92394846,0.9985759,0.05334956,2.50012318,1.92399218,-2.56602416,0.93558611,0.99916476,0.0408629,2.51825164
-2.56602416,0.93558611,0.99916476,0.0408629,2.51825164,1.86861152,-2.56134623,0.94740975,0.99960006,0.02827925,2.53644257
-2.56134623,0.94740975,0.99960006,0.02827925,2.53644257,1.81310884,-2.55660918,0.95942056,0.99987831,0.01560018,2.55469531
-2.55660918,0.95942056,0.99987831,0.01560018,2.55469531,1.75750989,-2.55181208,0.97161965,0.999996,0.00282733,2.57300918
-2.55181208,0.97161965,0.999996,0.00282733,2.57300918,1.70184125,-2.54695398,0.98400803,0.99994962,-0.01003754,2.59138344
-2.54695398,0.98400803,0.99994962,-0.01003754,2.59138344,1.64613025,-2.54203394,0.99658659,0.99973564,-0.0229926,2.60981733
-2.54203394,0.99658659,0.99973564,-0.0229926,2.60981733,1.59040506,-2.53705101,1.00935615,0.9993505,-0.03603591,2.62831004
-2.53705101,1.00935615,0.9993505,-0.03603591,2.62831004,1.53469462,-2.53200423,1.02231738,0.99879065,-0.04916544,2.64686071
-2.53200423,1.02231738,0.99879065,-0.04916544,2.64686071,1.4790287,-2.52689264,1.03547086,0.99805253,-0.06237904,2.66546846
-2.52689264,1.03547086,0.99805253,-0.06237904,2.66546846,1.42343786,-2.52171529,1.04881704,0.99713257,-0.0756745,2.68413231
-2.52171529,1.04881704,0.99713257,-0.0756745,2.68413231,1.36795348,-2.5164712,1.06235624,0.99602721,-0.08904946,2.70285127
-2.5164712,1.06235624,0.99602721,-0.08904946,2.70285127,1.31260777,-2.51115942,1.07608865,0.99473285,-0.10250149,2.72162426
-2.51115942,1.07608865,0.99473285,-0.10250149,2.72162426,1.25743374,-2.50577898,1.09001431,0.99324594,-0.11602802,2.74045016
-2.50577898,1.09001431,0.99324594,-0.11602802,2.74045016,1.20246522,-2.50032891,1.1041331,0.9915629,-0.12962641,2.75932775
-2.50032891,1.1041331,0.9915629,-0.12962641,2.75932775,1.14773686,-2.49480824,1.11844478,0.98968018,-0.14329387,2.77825577
-2.49480824,1.11844478,0.98968018,-0.14329387,2.77825577,1.09328411,-2.48921602,1.13294892,0.98759423,-0.15702753,2.79723287
-2.48921602,1.13294892,0.98759423,-0.15702753,2.79723287,1.03914324,-2.48355127,1.14764492,0.98530149,-0.17082438,2.81625761
-2.48355127,1.14764492,0.98530149,-0.17082438,2.81625761,0.98535132,-2.47781305,1.16253201,0.98279846,-0.1846813,2.83532846
-2.47781305,1.16253201,0.98279846,-0.1846813,2.83532846,0.93194623,-2.47200039,1.17760923,0.98008163,-0.19859506,2.85444382
-2.47200039,1.17760923,0.98008163,-0.19859506,2.85444382,0.87896663,-2.46611234,1.19287544,0.97714752,-0.21256229,2.87360196
-2.46611234,1.19287544,0.97714752,-0.21256229,2.87360196,0.82645196,-2.46014796,1.20832929,0.97399267,-0.22657954,2.89280107
-2.46014796,1.20832929,0.97399267,-0.22657954,2.89280107,0.77444246,-2.45410632,1.22396919,0.97061365,-0.24064318,2.91203921
-2.45410632,1.22396919,0.97061365,-0.24064318,2.91203921,0.7229791,-2.44798647,1.23979338,0.96700708,-0.2547495,2.93131433
-2.44798647,1.23979338,0.96700708,-0.2547495,2.93131433,0.6721036,-2.4417875,1.25579984,0.9631696,-0.26889464,2.95062426
-2.4417875,1.25579984,0.9631696,-0.26889464,2.95062426,0.62185844,-2.4355085,1.27198633,0.95909789,-0.28307462,2.96996668
-2.4355085,1.27198633,0.95909789,-0.28307462,2.96996668,0.57228677,-2.42914857,1.28835033,0.95478869,-0.29728533,2.98933915
-2.42914857,1.28835033,0.95478869,-0.29728533,2.98933915,0.52343246,-2.42270682,1.30488911,0.95023877,-0.31152252,3.00873908
-2.42270682,1.30488911,0.95023877,-0.31152252,3.00873908,0.47534004,-2.41618238,1.32159964,0.94544497,-0.32578184,3.0281637
-2.41618238,1.32159964,0.94544497,-0.32578184,3.0281637,0.42805469,-2.40957438,1.33847861,0.94040419,-0.34005876,3.04761012
-2.40957438,1.33847861,0.94040419,-0.34005876,3.04761012,0.38162218,-2.40288198,1.35552246,0.93511338,-0.35434865,3.06707523
-2.40288198,1.35552246,0.93511338,-0.35434865,3.06707523,0.33608887,-2.39610437,1.37272729,0.92956957,-0.36864674,3.08655579
-2.39610437,1.37272729,0.92956957,-0.36864674,3.08655579,0.29150169,-2.38924074,1.39008891,0.92376985,-0.38294811,3.10604834
-2.38924074,1.39008891,0.92376985,-0.38294811,3.10604834,0.24790805,-2.38229029,1.40760282,0.91771142,-0.39724772,3.12554922
-2.38229029,1.40760282,0.91771142,-0.39724772,3.12554922,0.20535583,-2.37525228,1.42526418,0.91139152,-0.41154039,3.14505459
-2.37525228,1.42526418,0.91139152,-0.41154039,3.14505459,0.16389333,-2.36812596,1.44306781,0.90480752,-0.4258208,3.16456036
-2.36812596,1.44306781,0.90480752,-0.4258208,3.16456036,0.12356922,-2.36091062,1.46100818,0.89795686,-0.44008349,3.18406225
-2.36091062,1.46100818,0.89795686,-0.44008349,3.18406225,0.08443249,-2.35360558,1.4790794,0.8908371,-0.45432287,3.20355572
-2.35360558,1.4790794,0.8908371,-0.45432287,3.20355572,0.04653237,-2.34621018,1.4972752,0.88344589,-0.46853321,3.223036
-2.34621018,1.4972752,0.88344589,-0.46853321,3.223036,0.00991831,-2.3387238,1.51558894,0.875781,-0.48270864,3.24249806
-2.3387238,1.51558894,0.875781,-0.48270864,3.24249806,-0.02536014,-2.33114586,1.53401358,0.86784034,-0.49684318,3.2619366
-2.33114586,1.53401358,0.86784034,-0.49684318,3.2619366,-0.05925338,-2.32347579,1.55254168,0.85962192,-0.51093067,3.28134607
-2.32347579,1.55254168,0.85962192,-0.51093067,3.28134607,-0.09171183,-2.31571308,1.57116537,0.8511239,-0.52496486,3.30072063
-2.31571308,1.57116537,0.8511239,-0.52496486,3.30072063,-0.12268601,-2.30785726,1.58987638,0.84234458,-0.53893934,3.32005412
-2.30785726,1.58987638,0.84234458,-0.53893934,3.32005412,-0.15212666,-2.29990787,1.60866599,0.83328239,-0.55284759,3.33934013
-2.29990787,1.60866599,0.83328239,-0.55284759,3.33934013,-0.17998481,-2.29186454,1.62752505,0.82393594,-0.56668295,3.3585719
-2.29186454,1.62752505,0.82393594,-0.56668295,3.3585719,-0.2062119,-2.28372692,1.64644395,0.81430399,-0.58043864,3.37774238
-2.28372692,1.64644395,0.81430399,-0.58043864,3.37774238,-0.23075986,-2.2754947,1.66541262,0.80438546,-0.59410776,3.39684418
-2.2754947,1.66541262,0.80438546,-0.59410776,3.39684418,-0.25358125,-2.26716764,1.68442055,0.79417948,-0.60768327,3.41586957
-2.26716764,1.68442055,0.79417948,-0.60768327,3.41586957,-0.27462937,-2.25874553,1.70345672,0.78368532,-0.62115805,3.43481051
-2.25874553,1.70345672,0.78368532,-0.62115805,3.43481051,-0.29385839,-2.25022825,1.72250968,0.77290247,-0.63452484,3.45365859
-2.25022825,1.72250968,0.77290247,-0.63452484,3.45365859,-0.31122348,-2.2416157,1.74156747,0.76183062,-0.64777628,3.47240505
-2.2416157,1.74156747,0.76183062,-0.64777628,3.47240505,-0.32668094,-2.23290786,1.76061765,0.75046966,-0.66090491,3.49104078
-2.23290786,1.76061765,0.75046966,-0.66090491,3.49104078,-0.34018838,-2.22410477,1.77964731,0.73881969,-0.67390316,3.50955632
-2.22410477,1.77964731,0.73881969,-0.67390316,3.50955632,-0.35170483,-2.21520654,1.79864306,0.72688104,-0.68676339,3.52794182
-2.21520654,1.79864306,0.72688104,-0.68676339,3.52794182,-0.36119092,-2.20621332,1.817591,0.71465428,-0.69947785,3.54618711
-2.20621332,1.817591,0.71465428,-0.69947785,3.54618711,-0.36860905,-2.19712537,1.83647679,0.7021402,-0.71203873,3.56428162
-2.19712537,1.83647679,0.7021402,-0.71203873,3.56428162,-0.37392353,-2.18794298,1.85528559,0.68933984,-0.72443812,3.58221442
-2.18794298,1.85528559,0.68933984,-0.72443812,3.58221442,-0.3771008,-2.17866656,1.87400211,0.6762545,-0.73666808,3.59997424
-2.17866656,1.87400211,0.6762545,-0.73666808,3.59997424,-0.37810956,-2.16929655,1.8926106,0.66288573,-0.74872058,3.61754946
-2.16929655,1.8926106,0.66288573,-0.74872058,3.61754946,-0.37692099,-2.15983349,1.91109486,0.64923537,-0.76058756,3.63492808
-2.15983349,1.91109486,0.64923537,-0.76058756,3.63492808,-0.37350893,-2.15027802,1.92943826,0.6353055,-0.77226091,3.65209778
-2.15027802,1.92943826,0.6353055,-0.77226091,3.65209778,-0.36785004,-2.14063083,1.94762377,0.62109851,-0.78373251,3.66904593
-2.14063083,1.94762377,0.62109851,-0.78373251,3.66904593,-0.35992404,-2.13089271,1.96563395,0.60661705,-0.79499419,3.68575954
-2.13089271,1.96563395,0.60661705,-0.79499419,3.68575954,-0.34971387,-2.12106454,1.983451,0.59186408,-0.80603778,3.70222536
-2.12106454,1.983451,0.59186408,-0.80603778,3.70222536,-0.33720588,-2.11114728,2.00105676,0.57684287,-0.81685513,3.71842984
-2.11114728,2.00105676,0.57684287,-0.81685513,3.71842984,-0.32239003,-2.101142,2.01843277,0.56155695,-0.82743809,3.73435915
-2.101142,2.01843277,0.56155695,-0.82743809,3.73435915,-0.30526011,-2.09104984,2.03556025,0.54601021,-0.83777852,3.74999923
-2.09104984,2.03556025,0.54601021,-0.83777852,3.74999923,-0.28581387,-2.08087203,2.0524202,0.53020681,-0.84786835,3.76533582
-2.08087203,2.0524202,0.53020681,-0.84786835,3.76533582,-0.26405322,-2.07060993,2.06899339,0.51415125,-0.85769954,3.78035443
-2.07060993,2.06899339,0.51415125,-0.85769954,3.78035443,-0.23998445,-2.06026497,2.0852604,0.49784833,-0.86726411,3.79504045
-2.06026497,2.0852604,0.49784833,-0.86726411,3.79504045,-0.21361833,-2.04983866,2.10120169,0.48130318,-0.87655419,3.80937911
-2.04983866,2.10120169,0.48130318,-0.87655419,3.80937911,-0.1849703,-2.03933266,2.11679762,0.46452125,-0.88556197,3.82335557
-2.03933266,2.11679762,0.46452125,-0.88556197,3.82335557,-0.15406063,-2.02874867,2.13202853,0.44750831,-0.89427977,3.8369549
-2.02874867,2.13202853,0.44750831,-0.89427977,3.8369549,-0.12091451,-2.01808853,2.14687477,0.43027046,-0.90270002,3.85016221
-2.01808853,2.14687477,0.43027046,-0.90270002,3.85016221,-0.0855622,-2.00735415,2.16131674,0.4128141,-0.91081531,3.86296258
-2.00735415,2.16131674,0.4128141,-0.91081531,3.86296258,-0.04803915,-1.99654757,2.17533498,0.39514596,-0.91861835,3.8753412
-1.99654757,2.17533498,0.39514596,-0.91861835,3.8753412,-0.00838603,-1.98567089,2.18891021,0.3772731,-0.92610205,3.88728335
-1.98567089,2.18891021,0.3772731,-0.92610205,3.88728335,0.03335116,-1.97472634,2.20202341,0.35920287,-0.9332595,3.89877451
-1.97472634,2.20202341,0.35920287,-0.9332595,3.89877451,0.07712109,-1.96371622,2.21465586,0.34094293,-0.94008399,3.90980035
-1.96371622,2.21465586,0.34094293,-0.94008399,3.90980035,0.12286702,-1.95264295,2.22678922,0.32250125,-0.94656904,3.92034682
-1.95264295,2.22678922,0.32250125,-0.94656904,3.92034682,0.17052686,-1.941509,2.23840558,0.30388609,-0.95270837,3.93040018
-1.941509,2.23840558,0.30388609,-0.95270837,3.93040018,0.22003319,-1.93031697,2.24948756,0.28510599,-0.958496,3.93994709
-1.93031697,2.24948756,0.28510599,-0.958496,3.93994709,0.27131329,-1.91906953,2.26001833,0.26616978,-0.96392616,3.94897461
-1.91906953,2.26001833,0.26616978,-0.96392616,3.94897461,0.32428926,-1.90776944,2.26998173,0.24708653,-0.96899342,3.95747029
-1.90776944,2.26998173,0.24708653,-0.96899342,3.95747029,0.37887811,-1.89641953,2.27936229,0.2278656,-0.9736926,3.96542222
-1.89641953,2.27936229,0.2278656,-0.9736926,3.96542222,0.43499193,-1.88502272,2.28814531,0.20851656,-0.97801884,3.97281908
-1.88502272,2.28814531,0.20851656,-0.97801884,3.97281908,0.49253803,-1.873582,2.29631693,0.18904924,-0.98196761,3.97965017
-1.873582,2.29631693,0.18904924,-0.98196761,3.97965017,0.55141915,-1.86210041,2.3038642,0.16947367,-0.98553472,3.9859055
-1.86210041,2.3038642,0.16947367,-0.98553472,3.9859055,0.61153373,-1.85058109,2.31077511,0.14980008,-0.98871631,3.99157579
-1.85058109,2.31077511,0.14980008,-0.98871631,3.99157579,0.6727761,-1.83902721,2.31703866,0.13003887,-0.9915089,3.99665256
-1.83902721,2.31703866,0.13003887,-0.9915089,3.99665256,0.73503683,-1.82744202,2.32264493,0.11020064,-0.99390936,4.00112815
-1.82744202,2.32264493,0.11020064,-0.99390936,4.00112815,0.79820299,-1.8158288,2.32758508,0.09029613,-0.99591496,4.00499573
-1.8158288,2.32758508,0.09029613,-0.99591496,4.00499573,0.86215853,-1.80419087,2.33185144,0.07033618,-0.99752334,4.0082494
-1.80419087,2.33185144,0.07033618,-0.99752334,4.0082494,0.92678462,-1.79253161,2.33543753,0.05033178,-0.99873255,4.01088415
-1.79253161,2.33543753,0.05033178,-0.99873255,4.01088415,0.99196001,-1.78085443,2.33833807,0.030294,-0.99954103,4.01289595
-1.78085443,2.33833807,0.030294,-0.99954103,4.01289595,1.05756146,-1.76916274,2.34054906,0.01023398,-0.99994763,4.01428172
-1.76916274,2.34054906,0.01023398,-0.99994763,4.01428172,1.12346412,-1.75745999,2.34206774,-0.0098371,-0.99995161,4.01503938
-1.75745999,2.34206774,-0.0098371,-0.99995161,4.01503938,1.18954199,-1.74574965,2.34289265,-0.02990799,-0.99955266,4.01516782
-1.74574965,2.34289265,-0.02990799,-0.99955266,4.01516782,1.25566832,-1.73403519,2.3430236,-0.04996747,-0.99875085,4.01466697
-1.73403519,2.3430236,-0.04996747,-0.99875085,4.01466697,1.32171606,-1.72232007,2.3424617,-0.07000432,-0.99754669,4.01353775
-1.72232007,2.3424617,-0.07000432,-0.99754669,4.01353775,1.38755832,-1.71060776,2.34120936,-0.09000734,-0.9959411,4.01178207
-1.71060776,2.34120936,-0.09000734,-0.9959411,4.01178207,1.45306879,-1.69890172,2.33927025,-0.10996539,-0.99393542,4.00940285
-1.69890172,2.33927025,-0.10996539,-0.99393542,4.00940285,1.51812216,-1.68720536,2.3366493,-0.12986739,-0.99153137,4.00640397
-1.68720536,2.3366493,-0.12986739,-0.99153137,4.00640397,1.58259462,-1.67552212,2.33335268,-0.14970238,-0.9887311,4.00279028
-1.67552212,2.33335268,-0.14970238,-0.9887311,4.00279028,1.6463642,-1.66385535,2.32938775,-0.1694595,-0.98553715,3.99856753
-1.66385535,2.32938775,-0.1694595,-0.98553715,3.99856753,1.70931124,-1.65220842,2.32476306,-0.189128,-0.98195244,3.99374243
-1.65220842,2.32476306,-0.189128,-0.98195244,3.99374243,1.77131873,-1.6405846,2.31948827,-0.20869732,-0.97798028,3.98832249
-1.6405846,2.31948827,-0.20869732,-0.97798028,3.98832249,1.83227272,-1.62898716,2.31357413,-0.22815704,-0.97362435,3.98231611
-1.62898716,2.31357413,-0.22815704,-0.97362435,3.98231611,1.89206268,-1.61741929,2.30703244,-0.24749693,-0.96888868,3.97573245
-1.61741929,2.30703244,-0.24749693,-0.96888868,3.97573245,1.95058178,-1.60588413,2.29987594,-0.26670697,-0.96377767,3.96858141
-1.60588413,2.29987594,-0.26670697,-0.96377767,3.96858141,2.00772724,-1.59438475,2.29211835,-0.28577736,-0.95829604,3.96087362
-1.59438475,2.29211835,-0.28577736,-0.95829604,3.96087362,2.06340059,-1.58292415,2.2837742,-0.30469853,-0.95244885,3.95262034
-1.58292415,2.2837742,-0.30469853,-0.95244885,3.95262034,2.1175079,-1.57150528,2.27485886,-0.32346114,-0.94624145,3.94383343
-1.57150528,2.27485886,-0.32346114,-0.94624145,3.94383343,2.16996004,-1.56013099,2.26538841,-0.34205614,-0.93967952,3.9345253
-1.56013099,2.26538841,-0.34205614,-0.93967952,3.9345253,2.22067285,-1.54880405,2.25537962,-0.36047472,-0.93276898,3.92470886
-1.54880405,2.25537962,-0.36047472,-0.93276898,3.92470886,2.26956727,-1.53752715,2.24484985,-0.37870838,-0.92551605,3.91439745
-1.53752715,2.24484985,-0.37870838,-0.92551605,3.91439745,2.31656954,-1.5263029,2.233817,-0.39674888,-0.91792719,3.9036048
-1.5263029,2.233817,-0.39674888,-0.91792719,3.9036048,2.36161123,-1.51513381,2.22229945,-0.4145883,-0.91000909,3.89234499
-1.51513381,2.22229945,-0.4145883,-0.91000909,3.89234499,2.40462936,-1.50402232,2.21031595,-0.43221901,-0.90176866,3.88063235
-1.50402232,2.21031595,-0.43221901,-0.90176866,3.88063235,2.44556642,-1.49297074,2.19788563,-0.44963372,-0.89321303,3.86848146
-1.49297074,2.19788563,-0.44963372,-0.89321303,3.86848146,2.48437041,-1.48198131,2.18502786,-0.46682543,-0.88434949,3.85590707
-1.48198131,2.18502786,-0.46682543,-0.88434949,3.85590707,2.5209948,-1.47105617,2.17176223,-0.48378746,-0.87518552,3.84292403
-1.47105617,2.17176223,-0.48378746,-0.87518552,3.84292403,2.55539852,-1.46019736,2.15810848,-0.50051348,-0.86572874,3.82954732
-1.46019736,2.15810848,-0.50051348,-0.86572874,3.82954732,2.58754588,-1.44940682,2.14408642,-0.51699746,-0.85598693,3.8157919
-1.44940682,2.14408642,-0.51699746,-0.85598693,3.8157919,2.61740654,-1.43868638,2.12971592,-0.53323372,-0.84596797,3.80167277
-1.43868638,2.12971592,-0.53323372,-0.84596797,3.80167277,2.64495534,-1.4280378,2.1150168,-0.54921689,-0.83567985,3.78720483
-1.4280378,2.1150168,-0.54921689,-0.83567985,3.78720483,2.67017226,-1.41746272,2.10000882,-0.56494193,-0.82513067,3.77240292
-1.41746272,2.10000882,-0.56494193,-0.82513067,3.77240292,2.69304222,-1.40696268,2.08471164,-0.58040414,-0.81432858,3.75728176
-1.40696268,2.08471164,-0.58040414,-0.81432858,3.75728176,2.71355499,-1.39653912,2.06914471,-0.59559913,-0.80328181,3.74185587
-1.39653912,2.06914471,-0.59559913,-0.80328181,3.74185587,2.73170497,-1.38619339,2.0533273,-0.61052284,-0.79199865,3.72613962
-1.38619339,2.0533273,-0.61052284,-0.79199865,3.72613962,2.7474911,-1.37592676,2.03727844,-0.62517152,-0.78048739,3.71014715
-1.37592676,2.03727844,-0.62517152,-0.78048739,3.71014715,2.76091661,-1.36574037,2.02101687,-0.63954174,-0.76875637,3.69389234
-1.36574037,2.02101687,-0.63954174,-0.76875637,3.69389234,2.77198886,-1.35563528,2.004561,-0.65363037,-0.75681394,3.67738883
-1.35563528,2.004561,-0.65363037,-0.75681394,3.67738883,2.78071916,-1.34561248,1.98792892,-0.6674346,-0.74466842,3.66064995
-1.34561248,1.98792892,-0.6674346,-0.74466842,3.66064995,2.78712255,-1.33567283,1.97113833,-0.68095189,-0.73232815,3.64368874
-1.33567283,1.97113833,-0.68095189,-0.73232815,3.64368874,2.79121762,-1.32581714,1.95420657,-0.69418003,-0.71980142,3.6265179
