x,x_dot,sin_theta,cos_theta,theta_dot,control,x(t+1),X_dot(t+1),sin_theta(t+1),cos_theta(t+1),theta_dot(t+1)
-1.32581714,1.95420657,-0.69418003,-0.71980142,3.6265179,2.79302631,-1.31604611,1.93715052,-0.70711706,-0.7070965,3.60914983
-1.31604611,1.93715052,-0.70711706,-0.7070965,3.60914983,2.79257368,-1.30636035,1.91998668,-0.71976132,-0.69422161,3.59159655
-1.30636035,1.91998668,-0.71976132,-0.69422161,3.59159655,2.78988775,-1.29676042,1.90273105,-0.73211142,-0.68118491,3.57386975
-1.29676042,1.90273105,-0.73211142,-0.68118491,3.57386975,2.78499927,-1.28724677,1.88539922,-0.74416621,-0.66799449,3.55598076
-1.28724677,1.88539922,-0.74416621,-0.66799449,3.55598076,2.77794156,-1.27781977,1.86800629,-0.75592485,-0.65465841,3.53794053
-1.27781977,1.86800629,-0.75592485,-0.65465841,3.53794053,2.76875026,-1.26847974,1.85056687,-0.76738668,-0.64118459,3.51975966
-1.26847974,1.85056687,-0.76738668,-0.64118459,3.51975966,2.75746321,-1.2592269,1.83309512,-0.77855135,-0.62758091,3.50144838
-1.2592269,1.83309512,-0.77855135,-0.62758091,3.50144838,2.74412022,-1.25006143,1.81560469,-0.78941868,-0.61385515,3.48301654
-1.25006143,1.81560469,-0.78941868,-0.61385515,3.48301654,2.72876289,-1.24098341,1.79810873,-0.79998877,-0.60001497,3.46447364
-1.24098341,1.79810873,-0.79998877,-0.60001497,3.46447364,2.71143448,-1.23199286,1.78061994,-0.81026191,-0.58606794,3.4458288
-1.23199286,1.78061994,-0.81026191,-0.58606794,3.4458288,2.69217971,-1.22308976,1.7631505,-0.82023861,-0.57202153,3.42709078
-1.22308976,1.7631505,-0.82023861,-0.57202153,3.42709078,2.6710446,-1.21427401,1.74571211,-0.82991956,-0.55788308,3.40826799
-1.21427401,1.74571211,-0.82991956,-0.55788308,3.40826799,2.64807633,-1.20554545,1.728316,-0.83930567,-0.54365982,3.3893685
-1.20554545,1.728316,-0.83930567,-0.54365982,3.3893685,2.62332309,-1.19690387,1.71097291,-0.84839802,-0.52935885,3.37040001
-1.19690387,1.71097291,-0.84839802,-0.52935885,3.37040001,2.59683395,-1.188349,1.69369311,-0.85719789,-0.51498716,3.35136991
-1.188349,1.69369311,-0.85719789,-0.51498716,3.35136991,2.56865869,-1.17988054,1.67648641,-0.86570671,-0.50055159,3.33228525
-1.17988054,1.67648641,-0.86570671,-0.50055159,3.33228525,2.53884773,-1.17149811,1.65936216,-0.87392607,-0.48605888,3.31315276
-1.17149811,1.65936216,-0.87392607,-0.48605888,3.31315276,2.50745197,-1.1632013,1.64232927,-0.88185772,-0.4715156,3.29397885
-1.1632013,1.64232927,-0.88185772,-0.4715156,3.29397885,2.47452268,-1.15498965,1.62539618,-0.88950358,-0.4569282,3.27476964
-1.15498965,1.62539618,-0.88950358,-0.4569282,3.27476964,2.44011142,-1.14686267,1.60857094,-0.89686568,-0.442303,3.25553095
-1.14686267,1.60857094,-0.89686568,-0.442303,3.25553095,2.40426992,-1.13881981,1.59186115,-0.90394621,-0.42764618,3.23626831
-1.13881981,1.59186115,-0.90394621,-0.42764618,3.23626831,2.36704998,-1.13086051,1.57527401,-0.91074745,-0.41296377,3.21698699
-1.13086051,1.57527401,-0.91074745,-0.41296377,3.21698699,2.3285034,-1.12298414,1.55881631,-0.91727185,-0.39826167,3.19769199
-1.12298414,1.55881631,-0.91727185,-0.39826167,3.19769199,2.28868191,-1.11519006,1.54249447,-0.92352193,-0.38354563,3.17838805
-1.11519006,1.54249447,-0.92352193,-0.38354563,3.17838805,2.24763704,-1.10747758,1.52631451,-0.92950034,-0.36882126,3.15907966
-1.10747758,1.52631451,-0.92950034,-0.36882126,3.15907966,2.20542012,-1.09984601,1.51028209,-0.93520982,-0.35409403,3.13977109
-1.09984601,1.51028209,-0.93520982,-0.35409403,3.13977109,2.16208217,-1.0922946,1.4944025,-0.94065323,-0.33936928,3.12046637
-1.0922946,1.4944025,-0.94065323,-0.33936928,3.12046637,2.11767385,-1.08482259,1.47868071,-0.94583347,-0.32465218,3.10116933
-1.08482259,1.47868071,-0.94583347,-0.32465218,3.10116933,2.0722454,-1.07742919,1.46312133,-0.95075358,-0.3099478,3.08188358
-1.07742919,1.46312133,-0.95075358,-0.3099478,3.08188358,2.02584661,-1.07011358,1.44772866,-0.95541663,-0.29526102,3.06261253
-1.07011358,1.44772866,-0.95541663,-0.29526102,3.06261253,1.97852674,-1.06287494,1.43250667,-0.95982579,-0.28059662,3.04335941
-1.06287494,1.43250667,-0.95982579,-0.28059662,3.04335941,1.93033451,-1.0557124,1.41745904,-0.96398428,-0.26595922,3.02412728
-1.0557124,1.41745904,-0.96398428,-0.26595922,3.02412728,1.88131804,-1.04862511,1.40258916,-0.9678954,-0.25135332,3.004919
-1.04862511,1.40258916,-0.9678954,-0.25135332,3.004919,1.83152483,-1.04161216,1.38790012,-0.9715625,-0.23678326,2.9857373
-1.04161216,1.38790012,-0.9715625,-0.23678326,2.9857373,1.7810017,-1.03467266,1.37339475,-0.97498897,-0.22225326,2.96658474
-1.03467266,1.37339475,-0.97498897,-0.22225326,2.96658474,1.7297948,-1.02780569,1.35907562,-0.97817826,-0.20776741,2.94746374
-1.02780569,1.35907562,-0.97817826,-0.20776741,2.94746374,1.67794955,-1.02101031,1.34494504,-0.98113386,-0.19332964,2.92837656
-1.02101031,1.34494504,-0.98113386,-0.19332964,2.92837656,1.62551065,-1.01428558,1.33100508,-0.9838593,-0.17894378,2.90932537
-1.01428558,1.33100508,-0.9838593,-0.17894378,2.90932537,1.57252203,-1.00763056,1.31725758,-0.98635814,-0.16461352,2.89031217
-1.00763056,1.31725758,-0.98635814,-0.16461352,2.89031217,1.51902683,-1.00104427,1.30370414,-0.98863399,-0.15034241,2.87133889
-1.00104427,1.30370414,-0.98863399,-0.15034241,2.87133889,1.46506743,-0.99452575,1.29034618,-0.99069045,-0.13613389,2.85240731
-0.99452575,1.29034618,-0.99069045,-0.13613389,2.85240731,1.41068538,-0.98807402,1.27718487,-0.99253117,-0.12199126,2.83351913
-0.98807402,1.27718487,-0.99253117,-0.12199126,2.83351913,1.35592141,-0.98168809,1.2642212,-0.99415983,-0.10791771,2.81467595
-0.98168809,1.2642212,-0.99415983,-0.10791771,2.81467595,1.30081544,-0.97536699,1.25145599,-0.9955801,-0.0939163,2.79587927
-0.97536699,1.25145599,-0.9955801,-0.0939163,2.79587927,1.24540655,-0.96910971,1.23888984,-0.99679567,-0.07998996,2.77713051
-0.96910971,1.23888984,-0.99679567,-0.07998996,2.77713051,1.18973297,-0.96291526,1.22652321,-0.99781025,-0.06614154,2.75843101
-0.96291526,1.22652321,-0.99781025,-0.06614154,2.75843101,1.13383209,-0.95678264,1.21435637,-0.99862755,-0.05237373,2.73978203
-0.95678264,1.21435637,-0.99862755,-0.05237373,2.73978203,1.07774044,-0.95071086,1.20238944,-0.9992513,-0.03868914,2.72118477
-0.95071086,1.20238944,-0.9992513,-0.03868914,2.72118477,1.02149373,-0.94469891,1.19062239,-0.99968519,-0.02509024,2.70264034
-0.94469891,1.19062239,-0.99968519,-0.02509024,2.70264034,0.96512676,-0.9387458,1.17905503,-0.99993296,-0.01157941,2.68414983
-0.9387458,1.17905503,-0.99993296,-0.01157941,2.68414983,0.90867353,-0.932850527,1.16768705,-0.999998305,0.00184108,2.66571423
-0.932850527,1.16768705,-0.999998305,0.00184108,2.66571423,0.85216714,-0.92701209,1.15651799,-0.99988494,0.01516907,2.6473345
-0.92701209,1.15651799,-0.99988494,0.01516907,2.6473345,0.79563989,-0.9212295,1.14554729,-0.99959657,0.0284025,2.62901155
-0.9212295,1.14554729,-0.99959657,0.0284025,2.62901155,0.73912318,-0.91550176,1.13477423,-0.99913687,0.04153943,2.61074625
-0.91550176,1.13477423,-0.99913687,0.04153943,2.61074625,0.68264759,-0.90982789,1.12419801,-0.99850951,0.05457798,2.5925394
-0.90982789,1.12419801,-0.99850951,0.05457798,2.5925394,0.62624285,-0.9042069,1.11381771,-0.99771816,0.06751641,2.57439179
-0.9042069,1.11381771,-0.99771816,0.06751641,2.57439179,0.56993786,-0.89863782,1.1036323,-0.99676647,0.08035305,2.55630416
-0.89863782,1.1036323,-0.99676647,0.08035305,2.55630416,0.51376068,-0.89311965,1.09364065,-0.99565804,0.09308633,2.53827721
-0.89311965,1.09364065,-0.99565804,0.09308633,2.53827721,0.45773855,-0.88765145,1.08384156,-0.99439649,0.10571477,2.52031164
-0.88765145,1.08384156,-0.99439649,0.10571477,2.52031164,0.40189787,-0.88223224,1.0742337,-0.9929854,0.11823699,2.50240809
-0.88223224,1.0742337,-0.9929854,0.11823699,2.50240809,0.34626425,-0.87686107,1.06481571,-0.99142833,0.13065169,2.48456719
-0.87686107,1.06481571,-0.99142833,0.13065169,2.48456719,0.29086248,-0.871537,1.0555861,-0.98972881,0.14295764,2.46678953
-0.871537,1.0555861,-0.98972881,0.14295764,2.46678953,0.23571655,-0.86625907,1.04654333,-0.98789034,0.15515372,2.4490757
-0.86625907,1.04654333,-0.98789034,0.15515372,2.4490757,0.18084967,-0.86102635,1.0376858,-0.9859164,0.16723888,2.43142625
-0.86102635,1.0376858,-0.9859164,0.16723888,2.43142625,0.12628425,-0.85583792,1.02901181,-0.98381045,0.17921214,2.41384173
-0.85583792,1.02901181,-0.98381045,0.17921214,2.41384173,0.07204194,-0.85069286,1.02051964,-0.9815759,0.19107261,2.39632266
-0.85069286,1.02051964,-0.9815759,0.19107261,2.39632266,0.0181436,-0.84559026,1.01220748,-0.97921614,0.20281948,2.37886955
-0.84559026,1.01220748,-0.97921614,0.20281948,2.37886955,-0.03539065,-0.84052922,1.00407347,-0.97673453,0.214452,2.36148289
-0.84052922,1.00407347,-0.97673453,0.214452,2.36148289,-0.08854142,-0.83550886,0.99611571,-0.97413438,0.22596949,2.34416317
-0.83550886,0.99611571,-0.97413438,0.22596949,2.34416317,-0.14129011,-0.83052828,0.98833225,-0.97141898,0.23737136,2.32691087
-0.83052828,0.98833225,-0.97141898,0.23737136,2.32691087,-0.19361879,-0.82558662,0.98072109,-0.96859159,0.24865706,2.30972643
-0.82558662,0.98072109,-0.96859159,0.24865706,2.30972643,-0.24551031,-0.82068301,0.97328018,-0.96565541,0.25982614,2.29261032
-0.82068301,0.97328018,-0.96565541,0.25982614,2.29261032,-0.29694817,-0.81581661,0.96600746,-0.96261363,0.27087818,2.27556298
-0.81581661,0.96600746,-0.96261363,0.27087818,2.27556298,-0.34791662,-0.81098657,0.95890081,-0.95946939,0.28181285,2.25858484
-0.81098657,0.95890081,-0.95946939,0.28181285,2.25858484,-0.39840058,-0.80619207,0.95195808,-0.95622579,0.29262987,2.24167634
-0.80619207,0.95195808,-0.95622579,0.29262987,2.24167634,-0.44838563,-0.80143228,0.9451771,-0.95288589,0.30332901,2.22483788
-0.80143228,0.9451771,-0.95288589,0.30332901,2.22483788,-0.49785805,-0.79670639,0.93855568,-0.94945271,0.3139101,2.2080699
-0.79670639,0.93855568,-0.94945271,0.3139101,2.2080699,-0.54680476,-0.79201362,0.93209159,-0.94592924,0.32437305,2.19137279
-0.79201362,0.93209159,-0.94592924,0.32437305,2.19137279,-0.59521334,-0.78735316,0.92578259,-0.94231842,0.33471779,2.17474698
-0.78735316,0.92578259,-0.94231842,0.33471779,2.17474698,-0.643072,-0.78272424,0.9196264,-0.93862315,0.34494432,2.15819285
-0.78272424,0.9196264,-0.93862315,0.34494432,2.15819285,-0.69036956,-0.77812611,0.91362076,-0.93484629,0.35505269,2.1417108
-0.77812611,0.91362076,-0.93484629,0.35505269,2.1417108,-0.73709549,-0.77355801,0.90776337,-0.93099066,0.36504299,2.12530122
-0.77355801,0.90776337,-0.93099066,0.36504299,2.12530122,-0.78323984,-0.76901919,0.90205191,-0.92705904,0.37491537,2.10896451
-0.76901919,0.90205191,-0.92705904,0.37491537,2.10896451,-0.82879326,-0.76450893,0.89648408,-0.92305416,0.38467002,2.09270104
-0.76450893,0.89648408,-0.92305416,0.38467002,2.09270104,-0.87374697,-0.76002651,0.89105755,-0.9189787,0.39430717,2.07651119
-0.76002651,0.89105755,-0.9189787,0.39430717,2.07651119,-0.91809279,-0.75557122,0.88576999,-0.91483533,0.40382709,2.06039535
-0.75557122,0.88576999,-0.91483533,0.40382709,2.06039535,-0.96182306,-0.75114237,0.88061907,-0.91062664,0.41323011,2.04435387
-0.75114237,0.88061907,-0.91062664,0.41323011,2.04435387,-1.00493071,-0.74673928,0.87560244,-0.9063552,0.42251658,2.02838713
-0.74673928,0.87560244,-0.9063552,0.42251658,2.02838713,-1.04740918,-0.74236127,0.87071778,-0.90202352,0.43168689,2.0124955
-0.74236127,0.87071778,-0.90202352,0.43168689,2.0124955,-1.08925244,-0.73800768,0.86596275,-0.89763409,0.44074147,1.99667933
-0.73800768,0.86596275,-0.89763409,0.44074147,1.99667933,-1.13045498,-0.73367786,0.86133501,-0.89318933,0.44968079,1.98093897
-0.73367786,0.86133501,-0.89318933,0.44968079,1.98093897,-1.17101179,-0.72937119,0.85683223,-0.88869164,0.45850536,1.96527479
-0.72937119,0.85683223,-0.88869164,0.45850536,1.96527479,-1.21091837,-0.72508703,0.85245211,-0.88414337,0.4672157,1.94968711
-0.72508703,0.85245211,-0.88414337,0.4672157,1.94968711,-1.25017066,-0.72082477,0.84819231,-0.8795468,0.47581238,1.9341763
-0.72082477,0.84819231,-0.8795468,0.47581238,1.9341763,-1.28876512,-0.71658381,0.84405053,-0.87490422,0.48429599,1.91874267
-0.71658381,0.84405053,-0.87490422,0.48429599,1.91874267,-1.32669864,-0.71236355,0.84002448,-0.87021783,0.49266715,1.90338657
-0.71236355,0.84002448,-0.87021783,0.49266715,1.90338657,-1.36396854,-0.70816343,0.83611188,-0.86548982,0.50092652,1.88810832
-0.70816343,0.83611188,-0.86548982,0.50092652,1.88810832,-1.40057262,-0.70398287,0.83231044,-0.8607223,0.50907477,1.87290825
-0.70398287,0.83231044,-0.8607223,0.50907477,1.87290825,-1.43650908,-0.69982132,0.82861792,-0.85591738,0.5171126,1.85778666
-0.69982132,0.82861792,-0.85591738,0.5171126,1.85778666,-1.47177652,-0.69567823,0.82503207,-0.8510771,0.52504074,1.84274386
-0.69567823,0.82503207,-0.8510771,0.52504074,1.84274386,-1.50637397,-0.69155307,0.82155066,-0.84620346,0.53285993,1.82778016
-0.69155307,0.82155066,-0.84620346,0.53285993,1.82778016,-1.54030084,-0.68744532,0.81817148,-0.84129844,0.54057093,1.81289586
-0.68744532,0.81817148,-0.84129844,0.54057093,1.81289586,-1.57355691,-0.68335446,0.81489233,-0.83636395,0.54817456,1.79809124
-0.68335446,0.81489233,-0.83636395,0.54817456,1.79809124,-1.60614236,-0.67928,0.81171105,-0.83140188,0.55567159,1.78336659
-0.67928,0.81171105,-0.83140188,0.55567159,1.78336659,-1.63805768,-0.67522144,0.80862548,-0.82641406,0.56306288,1.76872217
-0.67522144,0.80862548,-0.82641406,0.56306288,1.76872217,-1.66930376,-0.67117831,0.80563349,-0.8214023,0.57034925,1.75415826
-0.67117831,0.80563349,-0.8214023,0.57034925,1.75415826,-1.69988178,-0.66715015,0.80273295,-0.81636835,0.57753157,1.73967512
-0.66715015,0.80273295,-0.81636835,0.57753157,1.73967512,-1.72979329,-0.66313648,0.79992179,-0.81131395,0.58461071,1.725273
-0.66313648,0.79992179,-0.81131395,0.58461071,1.725273,-1.75904012,-0.65913687,0.79719793,-0.80624076,0.59158756,1.71095214
-0.65913687,0.79719793,-0.80624076,0.59158756,1.71095214,-1.78762442,-0.65515088,0.79455932,-0.80115043,0.59846302,1.69671278
-0.65515088,0.79455932,-0.80115043,0.59846302,1.69671278,-1.81554863,-0.65117809,0.79200395,-0.79604456,0.60523802,1.68255513
-0.65117809,0.79200395,-0.79604456,0.60523802,1.68255513,-1.84281549,-0.64721807,0.78952982,-0.79092472,0.61191346,1.66847943
-0.64721807,0.78952982,-0.79092472,0.61191346,1.66847943,-1.86942799,-0.64327042,0.78713495,-0.78579243,0.6184903,1.65448587
-0.64327042,0.78713495,-0.78579243,0.6184903,1.65448587,-1.8953894,-0.63933474,0.7848174,-0.78064919,0.62496948,1.64057465
-0.63933474,0.7848174,-0.78064919,0.62496948,1.64057465,-1.92070323,-0.63541066,0.78257525,-0.77549643,0.63135195,1.62674597
-0.63541066,0.78257525,-0.77549643,0.63135195,1.62674597,-1.94537326,-0.63149778,0.7804066,-0.77033559,0.63763867,1.613
-0.63149778,0.7804066,-0.77033559,0.63763867,1.613,-1.96940347,-0.62759575,0.77830958,-0.76516804,0.64383062,1.5993369
-0.62759575,0.77830958,-0.76516804,0.64383062,1.5993369,-1.99279808,-0.6237042,0.77628236,-0.75999512,0.64992878,1.58575685
-0.6237042,0.77628236,-0.75999512,0.64992878,1.58575685,-2.01556154,-0.61982279,0.77432311,-0.75481814,0.65593413,1.57225997
-0.61982279,0.77432311,-0.75481814,0.65593413,1.57225997,-2.03769848,-0.61595117,0.77243004,-0.74963837,0.66184765,1.55884643
-0.61595117,0.77243004,-0.74963837,0.66184765,1.55884643,-2.05921374,-0.61208902,0.77060141,-0.74445706,0.66767034,1.54551633
-0.61208902,0.77060141,-0.74445706,0.66767034,1.54551633,-2.08011234,-0.60823601,0.76883547,-0.73927541,0.6734032,1.5322698
-0.60823601,0.76883547,-0.73927541,0.6734032,1.5322698,-2.10039949,-0.60439184,0.76713053,-0.73409458,0.67904723,1.51910694
-0.60439184,0.76713053,-0.73409458,0.67904723,1.51910694,-2.12008057,-0.60055618,0.7654849,-0.72891573,0.68460343,1.50602784
-0.60055618,0.7654849,-0.72891573,0.68460343,1.50602784,-2.13916109,-0.59672876,0.76389695,-0.72373996,0.6900728,1.4930326
-0.59672876,0.76389695,-0.72373996,0.6900728,1.4930326,-2.15764675,-0.59290928,0.76236504,-0.71856833,0.69545636,1.48012127
-0.59290928,0.76236504,-0.71856833,0.69545636,1.48012127,-2.17554338,-0.58909745,0.7608876,-0.7134019,0.70075511,1.46729393
-0.58909745,0.7608876,-0.7134019,0.70075511,1.46729393,-2.19285693,-0.58529301,0.75946305,-0.70824168,0.70597006,1.45455062
-0.58529301,0.75946305,-0.70824168,0.70597006,1.45455062,-2.20959351,-0.5814957,0.75808986,-0.70308865,0.71110221,1.44189139
-0.5814957,0.75808986,-0.70308865,0.71110221,1.44189139,-2.22575932,-0.57770525,0.75676654,-0.69794376,0.71615257,1.42931625
-0.57770525,0.75676654,-0.69794376,0.71615257,1.42931625,-2.24136068,-0.57392141,0.75549159,-0.69280794,0.72112215,1.41682523
-0.57392141,0.75549159,-0.69280794,0.72112215,1.41682523,-2.25640403,-0.57014396,0.75426358,-0.68768208,0.72601196,1.40441832
-0.57014396,0.75426358,-0.68768208,0.72601196,1.40441832,-2.27089589,-0.56637264,0.75308108,-0.68256704,0.73082298,1.39209553
-0.56637264,0.75308108,-0.68256704,0.73082298,1.39209553,-2.28484286,-0.56260723,0.7519427,-0.67746367,0.73555623,1.37985683
-0.56260723,0.7519427,-0.67746367,0.73555623,1.37985683,-2.29825166,-0.55884752,0.75084707,-0.67237278,0.74021271,1.3677022
-0.55884752,0.75084707,-0.67237278,0.74021271,1.3677022,-2.31112906,-0.55509328,0.74979286,-0.66729514,0.74479339,1.35563159
-0.55509328,0.74979286,-0.66729514,0.74479339,1.35563159,-2.32348188,-0.55134432,0.74877877,-0.66223152,0.74929928,1.34364496
-0.55134432,0.74877877,-0.66223152,0.74929928,1.34364496,-2.33531706,-0.54760043,0.7478035,-0.65718266,0.75373136,1.33174224
-0.54760043,0.7478035,-0.65718266,0.75373136,1.33174224,-2.34664153,-0.54386141,0.7468658,-0.65214925,0.7580906,1.31992335
-0.54386141,0.7468658,-0.65214925,0.7580906,1.31992335,-2.35746232,-0.54012708,0.74596446,-0.64713197,0.762378,1.30818821
-0.54012708,0.74596446,-0.64713197,0.762378,1.30818821,-2.36778648,-0.53639726,0.74509826,-0.64213149,0.76659451,1.29653673
-0.53639726,0.74509826,-0.64213149,0.76659451,1.29653673,-2.37762111,-0.53267177,0.74426604,-0.63714845,0.77074111,1.2849688
-0.53267177,0.74426604,-0.63714845,0.77074111,1.2849688,-2.38697334,-0.52895044,0.74346665,-0.63218344,0.77481875,1.2734843
-0.52895044,0.74346665,-0.63218344,0.77481875,1.2734843,-2.39585031,-0.5252331,0.74269897,-0.62723706,0.7788284,1.2620831
-0.5252331,0.74269897,-0.62723706,0.7788284,1.2620831,-2.40425921,-0.52151961,0.74196191,-0.62230987,0.78277099,1.25076507
-0.52151961,0.74196191,-0.62230987,0.78277099,1.25076507,-2.41220723,-0.5178098,0.74125439,-0.61740242,0.78664747,1.23953005
-0.5178098,0.74125439,-0.61740242,0.78664747,1.23953005,-2.41970158,-0.51410353,0.74057537,-0.61251523,0.79045879,1.22837789
-0.51410353,0.74057537,-0.61251523,0.79045879,1.22837789,-2.42674947,-0.51040065,0.73992384,-0.6076488,0.79420585,1.21730841
-0.51040065,0.73992384,-0.6076488,0.79420585,1.21730841,-2.43335812,-0.50670103,0.73929881,-0.6028036,0.7978896,1.20632144
-0.50670103,0.73929881,-0.6028036,0.7978896,1.20632144,-2.43953473,-0.50300454,0.73869929,-0.59798011,0.80151094,1.19541679
-0.50300454,0.73869929,-0.59798011,0.80151094,1.19541679,-2.44528652,-0.49931104,0.73812436,-0.59317876,0.80507078,1.18459425
-0.49931104,0.73812436,-0.59317876,0.80507078,1.18459425,-2.45062069,-0.49562042,0.73757308,-0.58839997,0.80857002,1.17385363
-0.49562042,0.73757308,-0.58839997,0.80857002,1.17385363,-2.4555444,-0.49193255,0.73704457,-0.58364415,0.81200955,1.16319469
-0.49193255,0.73704457,-0.58364415,0.81200955,1.16319469,-2.46006484,-0.48824733,0.73653794,-0.57891168,0.81539025,1.15261723
-0.48824733,0.73653794,-0.57891168,0.81539025,1.15261723,-2.46418913,-0.48456464,0.73605235,-0.57420293,0.81871301,1.14212098
-0.48456464,0.73605235,-0.57420293,0.81871301,1.14212098,-2.46792441,-0.48088438,0.73558696,-0.56951824,0.82197869,1.13170573
-0.48088438,0.73558696,-0.56951824,0.82197869,1.13170573,-2.47127774,-0.47720644,0.73514098,-0.56485796,0.82518815,1.1213712
-0.47720644,0.73514098,-0.56485796,0.82518815,1.1213712,-2.4742562,-0.47353074,0.73471361,-0.5602224,0.82834224,1.11111714
-0.47353074,0.73471361,-0.5602224,0.82834224,1.11111714,-2.47686679,-0.46985717,0.73430409,-0.55561185,0.8314418,1.10094328
-0.46985717,0.73430409,-0.55561185,0.8314418,1.10094328,-2.47911651,-0.46618565,0.73391169,-0.5510266,0.83448768,1.09084933
-0.46618565,0.73391169,-0.5510266,0.83448768,1.09084933,-2.48101228,-0.46251609,0.73353567,-0.54646693,0.83748069,1.08083501
-0.46251609,0.73353567,-0.54646693,0.83748069,1.08083501,-2.48256102,-0.45884841,0.73317534,-0.54193308,0.84042164,1.07090003
-0.45884841,0.73317534,-0.54193308,0.84042164,1.07090003,-2.48376956,-0.45518254,0.73283001,-0.53742529,0.84331136,1.06104409
-0.45518254,0.73283001,-0.53742529,0.84331136,1.06104409,-2.48464471,-0.45151839,0.73249903,-0.5329438,0.84615064,1.05126687
-0.45151839,0.73249903,-0.5329438,0.84615064,1.05126687,-2.48519323,-0.44785589,0.73218174,-0.5284888,0.84894027,1.04156806
-0.44785589,0.73218174,-0.5284888,0.84894027,1.04156806,-2.4854218,-0.44419498,0.73187754,-0.52406051,0.85168103,1.03194733
-0.44419498,0.73187754,-0.52406051,0.85168103,1.03194733,-2.48533707,-0.4405356,0.73158581,-0.51965911,0.8543737,1.02240436
-0.4405356,0.73158581,-0.51965911,0.8543737,1.02240436,-2.48494563,-0.43687767,0.73130596,-0.51528476,0.85701903,1.0129388
-0.43687767,0.73130596,-0.51528476,0.85701903,1.0129388,-2.484254,-0.43322114,0.73103743,-0.51093763,0.85961779,1.00355032
-0.43322114,0.73103743,-0.51093763,0.85961779,1.00355032,-2.48326865,-0.42956595,0.73077967,-0.50661787,0.86217071,0.99423856
-0.42956595,0.73077967,-0.50661787,0.86217071,0.99423856,-2.48199599,-0.42591205,0.73053213,-0.50232561,0.86467854,0.98500317
-0.42591205,0.73053213,-0.50232561,0.86467854,0.98500317,-2.48044234,-0.42225939,0.7302943,-0.49806098,0.86714201,0.97584379
-0.42225939,0.7302943,-0.49806098,0.86714201,0.97584379,-2.47861399,-0.41860792,0.73006569,-0.49382409,0.86956183,0.96676005
-0.41860792,0.73006569,-0.49382409,0.86956183,0.96676005,-2.47651714,-0.41495759,0.7298458,-0.48961505,0.8719387,0.95775158
-0.41495759,0.7298458,-0.48961505,0.8719387,0.95775158,-2.47415793,-0.41130836,0.72963416,-0.48543395,0.87427335,0.948818
-0.41130836,0.72963416,-0.48543395,0.87427335,0.948818,-2.47154244,-0.40766019,0.72943032,-0.48128087,0.87656644,0.93995893
-0.40766019,0.72943032,-0.48128087,0.87656644,0.93995893,-2.46867667,-0.40401304,0.72923384,-0.47715589,0.87881867,0.93117398
-0.40401304,0.72923384,-0.47715589,0.87881867,0.93117398,-2.46556654,-0.40036687,0.7290443,-0.47305906,0.88103072,0.92246275
-0.40036687,0.7290443,-0.47305906,0.88103072,0.92246275,-2.46221792,-0.39672165,0.72886128,-0.46899046,0.88320323,0.91382486
-0.39672165,0.72886128,-0.46899046,0.88320323,0.91382486,-2.4586366,-0.39307734,0.72868438,-0.46495011,0.88533688,0.9052599
-0.39307734,0.72868438,-0.46495011,0.88533688,0.9052599,-2.45482829,-0.38943392,0.72851323,-0.46093806,0.88743231,0.89676747
-0.38943392,0.72851323,-0.46093806,0.88743231,0.89676747,-2.45079863,-0.38579135,0.72834745,-0.45695434,0.88949015,0.88834715
-0.38579135,0.72834745,-0.45695434,0.88949015,0.88834715,-2.44655319,-0.38214962,0.72818669,-0.45299896,0.89151104,0.87999854
-0.38214962,0.72818669,-0.45299896,0.89151104,0.87999854,-2.44209746,-0.37850868,0.7280306,-0.44907195,0.8934956,0.87172122
-0.37850868,0.7280306,-0.44907195,0.8934956,0.87172122,-2.43743686,-0.37486853,0.72787885,-0.4451733,0.89544443,0.86351477
-0.37486853,0.72787885,-0.4451733,0.89544443,0.86351477,-2.43257674,-0.37122914,0.72773111,-0.44130301,0.89735815,0.85537877
-0.37122914,0.72773111,-0.44130301,0.89735815,0.85537877,-2.42752235,-0.36759048,0.72758709,-0.43746108,0.89923734,0.84731279
-0.36759048,0.72758709,-0.43746108,0.89923734,0.84731279,-2.4222789,-0.36395254,0.72744648,-0.43364749,0.9010826,0.83931641
-0.36395254,0.72744648,-0.43364749,0.9010826,0.83931641,-2.41685151,-0.36031531,0.72730899,-0.42986222,0.9028945,0.83138918
-0.36031531,0.72730899,-0.42986222,0.9028945,0.83138918,-2.4112452,-0.35667877,0.72717436,-0.42610523,0.9046736,0.82353069
-0.35667877,0.72717436,-0.42610523,0.9046736,0.82353069,-2.40546495,-0.3530429,0.72704232,-0.4223765,0.90642048,0.81574049
-0.3530429,0.72704232,-0.4223765,0.90642048,0.81574049,-2.39951565,-0.34940768,0.72691261,-0.41867598,0.90813569,0.80801814
-0.34940768,0.72691261,-0.41867598,0.90813569,0.80801814,-2.39340211,-0.34577312,0.72678499,-0.41500362,0.90981976,0.80036321
-0.34577312,0.72678499,-0.41500362,0.90981976,0.80036321,-2.38712907,-0.3421392,0.72665922,-0.41135937,0.91147324,0.79277525
-0.3421392,0.72665922,-0.41135937,0.91147324,0.79277525,-2.38070119,-0.3385059,0.72653509,-0.40774318,0.91309665,0.78525383
-0.3385059,0.72653509,-0.40774318,0.91309665,0.78525383,-2.37412307,-0.33487322,0.72641237,-0.40415499,0.91469052,0.77779848
